"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|FI","21.04.2017 08:00 - 21.04.2017 09:00 (CET/CEST)","814","n/e","n/e","555","1032","1","n/e","550","n/e","n/e","n/e","1792","n/e","n/e","2668","65","45","n/e","36","n/e","449"
"BZN|FI","21.04.2017 09:00 - 21.04.2017 10:00 (CET/CEST)","796","n/e","n/e","504","1031","1","n/e","537","n/e","n/e","n/e","1906","n/e","n/e","2668","64","45","n/e","36","n/e","464"
"BZN|FI","21.04.2017 10:00 - 21.04.2017 11:00 (CET/CEST)","801","n/e","n/e","508","1025","1","n/e","514","n/e","n/e","n/e","1746","n/e","n/e","2668","64","45","n/e","36","n/e","548"
"BZN|FI","21.04.2017 11:00 - 21.04.2017 12:00 (CET/CEST)","800","n/e","n/e","508","993","1","n/e","518","n/e","n/e","n/e","1701","n/e","n/e","2665","63","45","n/e","36","n/e","590"
"BZN|FI","21.04.2017 12:00 - 21.04.2017 13:00 (CET/CEST)","785","n/e","n/e","503","940","1","n/e","495","n/e","n/e","n/e","1618","n/e","n/e","2667","62","46","n/e","35","n/e","614"
"BZN|FI","21.04.2017 13:00 - 21.04.2017 14:00 (CET/CEST)","771","n/e","n/e","505","923","1","n/e","475","n/e","n/e","n/e","1677","n/e","n/e","2668","60","46","n/e","35","n/e","585"
"BZN|FI","21.04.2017 14:00 - 21.04.2017 15:00 (CET/CEST)","783","n/e","n/e","500","929","1","n/e","481","n/e","n/e","n/e","1423","n/e","n/e","2667","60","47","n/e","36","n/e","532"
"BZN|FI","21.04.2017 15:00 - 21.04.2017 16:00 (CET/CEST)","788","n/e","n/e","493","835","1","n/e","477","n/e","n/e","n/e","1317","n/e","n/e","2666","60","46","n/e","36","n/e","503"
"BZN|FI","21.04.2017 16:00 - 21.04.2017 17:00 (CET/CEST)","768","n/e","n/e","491","777","1","n/e","486","n/e","n/e","n/e","1365","n/e","n/e","2666","60","46","n/e","35","n/e","430"
"BZN|FI","21.04.2017 17:00 - 21.04.2017 18:00 (CET/CEST)","767","n/e","n/e","491","747","1","n/e","501","n/e","n/e","n/e","1255","n/e","n/e","2667","60","45","n/e","36","n/e","383"
"BZN|FI","21.04.2017 18:00 - 21.04.2017 19:00 (CET/CEST)","781","n/e","n/e","487","757","1","n/e","525","n/e","n/e","n/e","1243","n/e","n/e","2667","61","46","n/e","35","n/e","315"
"BZN|FI","21.04.2017 19:00 - 21.04.2017 20:00 (CET/CEST)","788","n/e","n/e","490","794","1","n/e","546","n/e","n/e","n/e","1345","n/e","n/e","2667","63","46","n/e","36","n/e","349"
"BZN|FI","21.04.2017 20:00 - 21.04.2017 21:00 (CET/CEST)","788","n/e","n/e","500","820","1","n/e","547","n/e","n/e","n/e","1307","n/e","n/e","2667","65","46","n/e","36","n/e","387"
"BZN|FI","21.04.2017 21:00 - 21.04.2017 22:00 (CET/CEST)","782","n/e","n/e","505","776","1","n/e","532","n/e","n/e","n/e","1115","n/e","n/e","2667","66","46","n/e","34","n/e","436"
"BZN|FI","21.04.2017 22:00 - 21.04.2017 23:00 (CET/CEST)","776","n/e","n/e","493","755","1","n/e","502","n/e","n/e","n/e","903","n/e","n/e","2667","67","46","n/e","34","n/e","396"
"BZN|FI","21.04.2017 23:00 - 22.04.2017 00:00 (CET/CEST)","769","n/e","n/e","442","736","1","n/e","479","n/e","n/e","n/e","635","n/e","n/e","2666","68","45","n/e","34","n/e","369"
"BZN|FI","22.04.2017 00:00 - 22.04.2017 01:00 (CET/CEST)","774","n/e","n/e","357","715","1","n/e","473","n/e","n/e","n/e","564","n/e","n/e","2666","68","45","n/e","22","n/e","323"
"BZN|FI","22.04.2017 01:00 - 22.04.2017 02:00 (CET/CEST)","767","n/e","n/e","353","716","1","n/e","478","n/e","n/e","n/e","576","n/e","n/e","2666","70","45","n/e","21","n/e","285"
"BZN|FI","22.04.2017 02:00 - 22.04.2017 03:00 (CET/CEST)","765","n/e","n/e","351","709","1","n/e","475","n/e","n/e","n/e","572","n/e","n/e","2666","72","45","n/e","21","n/e","247"
"BZN|FI","22.04.2017 03:00 - 22.04.2017 04:00 (CET/CEST)","787","n/e","n/e","348","717","1","n/e","477","n/e","n/e","n/e","588","n/e","n/e","2666","72","45","n/e","21","n/e","238"
"BZN|FI","22.04.2017 04:00 - 22.04.2017 05:00 (CET/CEST)","787","n/e","n/e","348","721","1","n/e","476","n/e","n/e","n/e","536","n/e","n/e","2665","72","46","n/e","21","n/e","227"
"BZN|FI","22.04.2017 05:00 - 22.04.2017 06:00 (CET/CEST)","788","n/e","n/e","350","735","1","n/e","482","n/e","n/e","n/e","546","n/e","n/e","2666","74","46","n/e","21","n/e","220"
"BZN|FI","22.04.2017 06:00 - 22.04.2017 07:00 (CET/CEST)","784","n/e","n/e","398","744","1","n/e","489","n/e","n/e","n/e","660","n/e","n/e","2665","74","45","n/e","21","n/e","204"
"BZN|FI","22.04.2017 07:00 - 22.04.2017 08:00 (CET/CEST)","794","n/e","n/e","439","770","1","n/e","499","n/e","n/e","n/e","997","n/e","n/e","2666","72","46","n/e","22","n/e","159"
"BZN|FI","22.04.2017 08:00 - 22.04.2017 09:00 (CET/CEST)","787","n/e","n/e","438","859","1","n/e","502","n/e","n/e","n/e","1129","n/e","n/e","2666","70","45","n/e","25","n/e","141"
"BZN|FI","22.04.2017 09:00 - 22.04.2017 10:00 (CET/CEST)","770","n/e","n/e","433","825","1","n/e","499","n/e","n/e","n/e","1091","n/e","n/e","2665","68","46","n/e","34","n/e","168"
"BZN|FI","22.04.2017 10:00 - 22.04.2017 11:00 (CET/CEST)","776","n/e","n/e","418","804","1","n/e","464","n/e","n/e","n/e","944","n/e","n/e","2666","66","45","n/e","35","n/e","247"
"BZN|FI","22.04.2017 11:00 - 22.04.2017 12:00 (CET/CEST)","776","n/e","n/e","416","807","1","n/e","417","n/e","n/e","n/e","849","n/e","n/e","2665","65","46","n/e","35","n/e","326"
"BZN|FI","22.04.2017 12:00 - 22.04.2017 13:00 (CET/CEST)","781","n/e","n/e","430","802","1","n/e","396","n/e","n/e","n/e","957","n/e","n/e","2664","63","47","n/e","35","n/e","368"
"BZN|FI","22.04.2017 13:00 - 22.04.2017 14:00 (CET/CEST)","790","n/e","n/e","432","797","1","n/e","380","n/e","n/e","n/e","836","n/e","n/e","2664","62","47","n/e","35","n/e","422"
"BZN|FI","22.04.2017 14:00 - 22.04.2017 15:00 (CET/CEST)","785","n/e","n/e","436","769","1","n/e","390","n/e","n/e","n/e","737","n/e","n/e","2664","62","47","n/e","32","n/e","473"
"BZN|FI","22.04.2017 15:00 - 22.04.2017 16:00 (CET/CEST)","785","n/e","n/e","435","763","1","n/e","390","n/e","n/e","n/e","707","n/e","n/e","2664","62","46","n/e","22","n/e","504"
"BZN|FI","22.04.2017 16:00 - 22.04.2017 17:00 (CET/CEST)","785","n/e","n/e","414","776","1","n/e","387","n/e","n/e","n/e","714","n/e","n/e","2665","62","46","n/e","16","n/e","467"
"BZN|FI","22.04.2017 17:00 - 22.04.2017 18:00 (CET/CEST)","779","n/e","n/e","434","792","1","n/e","399","n/e","n/e","n/e","710","n/e","n/e","2664","63","46","n/e","15","n/e","449"
"BZN|FI","22.04.2017 18:00 - 22.04.2017 19:00 (CET/CEST)","789","n/e","n/e","442","819","1","n/e","405","n/e","n/e","n/e","970","n/e","n/e","2664","64","47","n/e","21","n/e","361"
"BZN|FI","22.04.2017 19:00 - 22.04.2017 20:00 (CET/CEST)","790","n/e","n/e","441","843","1","n/e","431","n/e","n/e","n/e","1173","n/e","n/e","2664","65","47","n/e","22","n/e","281"
"BZN|FI","22.04.2017 20:00 - 22.04.2017 21:00 (CET/CEST)","806","n/e","n/e","439","851","1","n/e","462","n/e","n/e","n/e","1190","n/e","n/e","2664","67","46","n/e","22","n/e","310"
"BZN|FI","22.04.2017 21:00 - 22.04.2017 22:00 (CET/CEST)","809","n/e","n/e","432","834","1","n/e","472","n/e","n/e","n/e","966","n/e","n/e","2664","68","46","n/e","16","n/e","342"
"BZN|FI","22.04.2017 22:00 - 22.04.2017 23:00 (CET/CEST)","809","n/e","n/e","409","839","1","n/e","498","n/e","n/e","n/e","944","n/e","n/e","2663","69","47","n/e","15","n/e","352"
"BZN|FI","22.04.2017 23:00 - 23.04.2017 00:00 (CET/CEST)","815","n/e","n/e","391","824","1","n/e","495","n/e","n/e","n/e","696","n/e","n/e","2663","71","47","n/e","15","n/e","338"
"BZN|FI","23.04.2017 00:00 - 23.04.2017 01:00 (CET/CEST)","803","n/e","n/e","346","806","1","n/e","489","n/e","n/e","n/e","537","n/e","n/e","2662","71","47","n/e","9","n/e","305"
"BZN|FI","23.04.2017 01:00 - 23.04.2017 02:00 (CET/CEST)","783","n/e","n/e","342","807","1","n/e","497","n/e","n/e","n/e","532","n/e","n/e","2663","71","48","n/e","8","n/e","253"
"BZN|FI","23.04.2017 02:00 - 23.04.2017 03:00 (CET/CEST)","782","n/e","n/e","344","809","1","n/e","506","n/e","n/e","n/e","529","n/e","n/e","2663","72","48","n/e","8","n/e","224"
"BZN|FI","23.04.2017 03:00 - 23.04.2017 04:00 (CET/CEST)","786","n/e","n/e","344","809","1","n/e","505","n/e","n/e","n/e","518","n/e","n/e","2663","73","48","n/e","8","n/e","241"
"BZN|FI","23.04.2017 04:00 - 23.04.2017 05:00 (CET/CEST)","782","n/e","n/e","345","806","1","n/e","506","n/e","n/e","n/e","544","n/e","n/e","2663","73","49","n/e","8","n/e","242"
"BZN|FI","23.04.2017 05:00 - 23.04.2017 06:00 (CET/CEST)","794","n/e","n/e","349","803","1","n/e","493","n/e","n/e","n/e","574","n/e","n/e","2662","72","48","n/e","8","n/e","209"
"BZN|FI","23.04.2017 06:00 - 23.04.2017 07:00 (CET/CEST)","800","n/e","n/e","354","819","1","n/e","475","n/e","n/e","n/e","638","n/e","n/e","2662","71","47","n/e","8","n/e","148"
"BZN|FI","23.04.2017 07:00 - 23.04.2017 08:00 (CET/CEST)","810","n/e","n/e","386","826","1","n/e","461","n/e","n/e","n/e","661","n/e","n/e","2661","71","48","n/e","8","n/e","84"
