"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GB","09.12.2017 23:30 - 10.12.2017 00:00 (CET/CEST)","2023","n/e","n/e","17831","6820","0","n/e","n/e","n/e","311","","503","n/e","n/e","5502","89","n/e","0","n/e","1142","1274"
"BZN|GB","10.12.2017 00:00 - 10.12.2017 00:30 (CET/CEST)","2034","n/e","n/e","16459","6324","0","n/e","n/e","n/e","86","","503","n/e","n/e","5503","89","n/e","0","n/e","1081","1263"
"BZN|GB","10.12.2017 00:30 - 10.12.2017 01:00 (CET/CEST)","2027","n/e","n/e","14702","5688","0","n/e","n/e","n/e","0","","503","n/e","n/e","5511","89","n/e","0","n/e","979","1261"
"BZN|GB","10.12.2017 01:00 - 10.12.2017 01:30 (CET/CEST)","2036","n/e","n/e","14542","5100","0","n/e","n/e","n/e","0","","503","n/e","n/e","5520","89","n/e","0","n/e","946","1342"
"BZN|GB","10.12.2017 01:30 - 10.12.2017 02:00 (CET/CEST)","2038","n/e","n/e","14633","4504","0","n/e","n/e","n/e","0","","565","n/e","n/e","5509","89","n/e","0","n/e","784","1393"
"BZN|GB","10.12.2017 02:00 - 10.12.2017 02:30 (CET/CEST)","2031","n/e","n/e","14831","4645","0","n/e","n/e","n/e","0","","623","n/e","n/e","5328","89","n/e","0","n/e","613","1338"
"BZN|GB","10.12.2017 02:30 - 10.12.2017 03:00 (CET/CEST)","2036","n/e","n/e","14996","4493","0","n/e","n/e","n/e","0","","623","n/e","n/e","5284","89","n/e","0","n/e","545","1320"
"BZN|GB","10.12.2017 03:00 - 10.12.2017 03:30 (CET/CEST)","2030","n/e","n/e","14373","4463","0","n/e","n/e","n/e","0","","611","n/e","n/e","5297","89","n/e","0","n/e","586","1275"
"BZN|GB","10.12.2017 03:30 - 10.12.2017 04:00 (CET/CEST)","2030","n/e","n/e","13637","4278","0","n/e","n/e","n/e","0","","609","n/e","n/e","5266","89","n/e","0","n/e","628","1333"
"BZN|GB","10.12.2017 04:00 - 10.12.2017 04:30 (CET/CEST)","2032","n/e","n/e","13764","3796","0","n/e","n/e","n/e","0","","608","n/e","n/e","5382","89","n/e","0","n/e","786","1374"
"BZN|GB","10.12.2017 04:30 - 10.12.2017 05:00 (CET/CEST)","2034","n/e","n/e","13061","4004","0","n/e","n/e","n/e","0","","690","n/e","n/e","5489","89","n/e","0","n/e","32","939"
"BZN|GB","10.12.2017 05:00 - 10.12.2017 05:30 (CET/CEST)","2036","n/e","n/e","12585","4173","0","n/e","n/e","n/e","0","","481","n/e","n/e","5484","89","n/e","0","n/e","1182","1446"
"BZN|GB","10.12.2017 05:30 - 10.12.2017 06:00 (CET/CEST)","2035","n/e","n/e","11728","4166","0","n/e","n/e","n/e","0","","470","n/e","n/e","5494","89","n/e","0","n/e","1448","1543"
"BZN|GB","10.12.2017 06:00 - 10.12.2017 06:30 (CET/CEST)","2033","n/e","n/e","10857","4123","0","n/e","n/e","n/e","0","","485","n/e","n/e","5517","89","n/e","0","n/e","1721","1743"
"BZN|GB","10.12.2017 06:30 - 10.12.2017 07:00 (CET/CEST)","2032","n/e","n/e","10724","4102","0","n/e","n/e","n/e","0","","484","n/e","n/e","5515","89","n/e","0","n/e","1840","1829"
"BZN|GB","10.12.2017 07:00 - 10.12.2017 07:30 (CET/CEST)","2036","n/e","n/e","10978","4166","0","n/e","n/e","n/e","0","","507","n/e","n/e","5514","89","n/e","0","n/e","1935","1991"
"BZN|GB","10.12.2017 07:30 - 10.12.2017 08:00 (CET/CEST)","2033","n/e","n/e","11471","4555","0","n/e","n/e","n/e","0","","505","n/e","n/e","5513","89","n/e","0","n/e","1879","1910"
"BZN|GB","10.12.2017 08:00 - 10.12.2017 08:30 (CET/CEST)","2032","n/e","n/e","12141","4675","0","n/e","n/e","n/e","0","","499","n/e","n/e","5512","89","n/e","0","n/e","1987","1997"
"BZN|GB","10.12.2017 08:30 - 10.12.2017 09:00 (CET/CEST)","2033","n/e","n/e","12698","5273","0","n/e","n/e","n/e","0","","483","n/e","n/e","5506","89","n/e","0","n/e","2129","1896"
"BZN|GB","10.12.2017 09:00 - 10.12.2017 09:30 (CET/CEST)","2031","n/e","n/e","12626","5118","0","n/e","n/e","n/e","0","","594","n/e","n/e","5595","88","n/e","4","n/e","2365","2002"
"BZN|GB","10.12.2017 09:30 - 10.12.2017 10:00 (CET/CEST)","2035","n/e","n/e","13480","5337","0","n/e","n/e","n/e","304","","729","n/e","n/e","5578","89","n/e","41","n/e","2521","2134"
"BZN|GB","10.12.2017 10:00 - 10.12.2017 10:30 (CET/CEST)","2031","n/e","n/e","14887","5404","0","n/e","n/e","n/e","300","","825","n/e","n/e","5595","89","n/e","135","n/e","2743","2404"
"BZN|GB","10.12.2017 10:30 - 10.12.2017 11:00 (CET/CEST)","2035","n/e","n/e","16411","5620","0","n/e","n/e","n/e","326","","634","n/e","n/e","5597","89","n/e","223","n/e","2810","2396"
"BZN|GB","10.12.2017 11:00 - 10.12.2017 11:30 (CET/CEST)","2030","n/e","n/e","17314","6152","0","n/e","n/e","n/e","522","","613","n/e","n/e","5598","89","n/e","419","n/e","2989","2288"
"BZN|GB","10.12.2017 11:30 - 10.12.2017 12:00 (CET/CEST)","2016","n/e","n/e","18121","6629","0","n/e","n/e","n/e","399","","613","n/e","n/e","5597","89","n/e","582","n/e","2894","2221"
"BZN|GB","10.12.2017 12:00 - 10.12.2017 12:30 (CET/CEST)","2030","n/e","n/e","18531","7186","0","n/e","n/e","n/e","338","","582","n/e","n/e","5600","89","n/e","757","n/e","2601","2163"
"BZN|GB","10.12.2017 12:30 - 10.12.2017 13:00 (CET/CEST)","2031","n/e","n/e","18494","7568","0","n/e","n/e","n/e","352","","580","n/e","n/e","5619","89","n/e","821","n/e","2712","2136"
"BZN|GB","10.12.2017 13:00 - 10.12.2017 13:30 (CET/CEST)","2022","n/e","n/e","18883","7816","0","n/e","n/e","n/e","526","","526","n/e","n/e","5654","89","n/e","757","n/e","2674","1976"
"BZN|GB","10.12.2017 13:30 - 10.12.2017 14:00 (CET/CEST)","2034","n/e","n/e","19232","8046","0","n/e","n/e","n/e","359","","522","n/e","n/e","5769","89","n/e","695","n/e","2245","1982"
"BZN|GB","10.12.2017 14:00 - 10.12.2017 14:30 (CET/CEST)","2011","n/e","n/e","19242","8177","0","n/e","n/e","n/e","652","","614","n/e","n/e","5791","89","n/e","725","n/e","1777","1868"
"BZN|GB","10.12.2017 14:30 - 10.12.2017 15:00 (CET/CEST)","2029","n/e","n/e","19324","8446","0","n/e","n/e","n/e","300","","614","n/e","n/e","5832","89","n/e","599","n/e","1620","1772"
"BZN|GB","10.12.2017 15:00 - 10.12.2017 15:30 (CET/CEST)","2028","n/e","n/e","19388","8539","0","n/e","n/e","n/e","500","","613","n/e","n/e","5837","89","n/e","415","n/e","1579","1630"
"BZN|GB","10.12.2017 15:30 - 10.12.2017 16:00 (CET/CEST)","2031","n/e","n/e","19034","8350","0","n/e","n/e","n/e","299","","516","n/e","n/e","5838","89","n/e","305","n/e","1933","1572"
"BZN|GB","10.12.2017 16:00 - 10.12.2017 16:30 (CET/CEST)","1989","n/e","n/e","19392","8138","0","n/e","n/e","n/e","214","","522","n/e","n/e","5876","89","n/e","117","n/e","2180","1503"
"BZN|GB","10.12.2017 16:30 - 10.12.2017 17:00 (CET/CEST)","2020","n/e","n/e","20307","8031","0","n/e","n/e","n/e","300","","539","n/e","n/e","5871","89","n/e","15","n/e","1986","1534"
"BZN|GB","10.12.2017 17:00 - 10.12.2017 17:30 (CET/CEST)","2034","n/e","n/e","21359","8318","0","n/e","n/e","n/e","418","","598","n/e","n/e","5886","89","n/e","0","n/e","2063","1467"
"BZN|GB","10.12.2017 17:30 - 10.12.2017 18:00 (CET/CEST)","2030","n/e","n/e","22444","8819","0","n/e","n/e","n/e","505","","842","n/e","n/e","5875","89","n/e","7","n/e","2030","1543"
"BZN|GB","10.12.2017 18:00 - 10.12.2017 18:30 (CET/CEST)","2030","n/e","n/e","22500","8929","0","n/e","n/e","n/e","1355","","849","n/e","n/e","5879","89","n/e","0","n/e","1856","1554"
"BZN|GB","10.12.2017 18:30 - 10.12.2017 19:00 (CET/CEST)","2031","n/e","n/e","22653","8926","0","n/e","n/e","n/e","1542","","849","n/e","n/e","5895","89","n/e","0","n/e","1859","1533"
"BZN|GB","10.12.2017 19:00 - 10.12.2017 19:30 (CET/CEST)","2021","n/e","n/e","22602","8893","0","n/e","n/e","n/e","1118","","895","n/e","n/e","5892","89","n/e","0","n/e","1394","1478"
"BZN|GB","10.12.2017 19:30 - 10.12.2017 20:00 (CET/CEST)","2029","n/e","n/e","22454","8692","0","n/e","n/e","n/e","1229","","745","n/e","n/e","5905","89","n/e","0","n/e","1199","1458"
"BZN|GB","10.12.2017 20:00 - 10.12.2017 20:30 (CET/CEST)","2031","n/e","n/e","22452","8852","0","n/e","n/e","n/e","407","","625","n/e","n/e","5906","89","n/e","0","n/e","1048","1429"
"BZN|GB","10.12.2017 20:30 - 10.12.2017 21:00 (CET/CEST)","2030","n/e","n/e","21888","8705","0","n/e","n/e","n/e","328","","586","n/e","n/e","5901","89","n/e","0","n/e","927","1446"
"BZN|GB","10.12.2017 21:00 - 10.12.2017 21:30 (CET/CEST)","2033","n/e","n/e","21300","8340","0","n/e","n/e","n/e","394","","585","n/e","n/e","5895","89","n/e","0","n/e","827","1426"
"BZN|GB","10.12.2017 21:30 - 10.12.2017 22:00 (CET/CEST)","2037","n/e","n/e","20384","7948","0","n/e","n/e","n/e","195","","585","n/e","n/e","5903","89","n/e","0","n/e","874","1396"
"BZN|GB","10.12.2017 22:00 - 10.12.2017 22:30 (CET/CEST)","1996","n/e","n/e","20151","7039","0","n/e","n/e","n/e","303","","549","n/e","n/e","5902","89","n/e","0","n/e","655","1364"
"BZN|GB","10.12.2017 22:30 - 10.12.2017 23:00 (CET/CEST)","2034","n/e","n/e","18364","6527","0","n/e","n/e","n/e","557","","550","n/e","n/e","5886","89","n/e","0","n/e","642","1370"
