"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IE(SEM)","11.09.2017 06:00 - 11.09.2017 06:30 (CET/CEST)","n/e","n/e","n/e","646","288","200","n/e","124","n/e","0","0","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1829"
"BZN|IE(SEM)","11.09.2017 06:30 - 11.09.2017 07:00 (CET/CEST)","n/e","n/e","n/e","637","283","199","n/e","121","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1964"
"BZN|IE(SEM)","11.09.2017 07:00 - 11.09.2017 07:30 (CET/CEST)","n/e","n/e","n/e","661","287","200","n/e","124","n/e","0","0","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2022"
"BZN|IE(SEM)","11.09.2017 07:30 - 11.09.2017 08:00 (CET/CEST)","n/e","n/e","n/e","685","296","207","n/e","127","n/e","0","0","78","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2198"
"BZN|IE(SEM)","11.09.2017 08:00 - 11.09.2017 08:30 (CET/CEST)","n/e","n/e","n/e","683","277","187","n/e","175","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2454"
"BZN|IE(SEM)","11.09.2017 08:30 - 11.09.2017 09:00 (CET/CEST)","n/e","n/e","n/e","818","296","198","n/e","219","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2625"
"BZN|IE(SEM)","11.09.2017 09:00 - 11.09.2017 09:30 (CET/CEST)","n/e","n/e","n/e","1029","327","221","n/e","218","n/e","0","0","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2612"
"BZN|IE(SEM)","11.09.2017 09:30 - 11.09.2017 10:00 (CET/CEST)","n/e","n/e","n/e","966","288","219","n/e","208","n/e","0","0","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2559"
"BZN|IE(SEM)","11.09.2017 10:00 - 11.09.2017 10:30 (CET/CEST)","n/e","n/e","n/e","1053","246","214","n/e","201","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2610"
"BZN|IE(SEM)","11.09.2017 10:30 - 11.09.2017 11:00 (CET/CEST)","n/e","n/e","n/e","1093","248","224","n/e","206","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2524"
"BZN|IE(SEM)","11.09.2017 11:00 - 11.09.2017 11:30 (CET/CEST)","n/e","n/e","n/e","1024","248","217","n/e","219","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2528"
"BZN|IE(SEM)","11.09.2017 11:30 - 11.09.2017 12:00 (CET/CEST)","n/e","n/e","n/e","1024","247","220","n/e","219","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2547"
"BZN|IE(SEM)","11.09.2017 12:00 - 11.09.2017 12:30 (CET/CEST)","n/e","n/e","n/e","977","247","201","n/e","213","n/e","0","0","73","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2469"
"BZN|IE(SEM)","11.09.2017 12:30 - 11.09.2017 13:00 (CET/CEST)","n/e","n/e","n/e","952","246","223","n/e","220","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2450"
"BZN|IE(SEM)","11.09.2017 13:00 - 11.09.2017 13:30 (CET/CEST)","n/e","n/e","n/e","966","201","222","n/e","214","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2545"
"BZN|IE(SEM)","11.09.2017 13:30 - 11.09.2017 14:00 (CET/CEST)","n/e","n/e","n/e","1128","213","273","n/e","193","n/e","0","0","78","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2439"
"BZN|IE(SEM)","11.09.2017 14:00 - 11.09.2017 14:30 (CET/CEST)","n/e","n/e","n/e","996","200","187","n/e","185","n/e","0","0","74","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2441"
"BZN|IE(SEM)","11.09.2017 14:30 - 11.09.2017 15:00 (CET/CEST)","n/e","n/e","n/e","919","200","187","n/e","186","n/e","0","0","74","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2355"
"BZN|IE(SEM)","11.09.2017 15:00 - 11.09.2017 15:30 (CET/CEST)","n/e","n/e","n/e","947","202","184","n/e","147","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2285"
"BZN|IE(SEM)","11.09.2017 15:30 - 11.09.2017 16:00 (CET/CEST)","n/e","n/e","n/e","987","215","198","n/e","153","n/e","0","0","78","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2207"
